Title,Pub Year
AN ELECTROSTATIC ACCELERATOR FOR ULTRAHYPERVELOCITY MICROPROJECTILES,1991
ANALYSIS OF INDUCTION-TYPE COILGUN PERFORMANCE BASED ON CYLINDRICAL CURRENT SHEET MODEL,1991
TRANSIENT PERFORMANCE OF LINEAR INDUCTION LAUNCHERS FED BY GENERATORS AND BY CAPACITOR BANKS,1991
AN ACTIVELY SWITCHED PULSED INDUCTION ACCELERATOR,1991
DESIGN AND PERFORMANCE OF A MULTISTAGE CYLINDRICAL RECONNECTION LAUNCHER,1991
THE PLASMA-GUN AUGMENTED ELECTROTHERMAL ACCELERATOR,1991
MICROMETEOROID IMPACT SIMULATIONS USING A RAILGUN ELECTROMAGNETIC ACCELERATOR,1991
PERFORMANCE OF THE DISCRETE ELECTRODE RAILGUN,1991
PARAMETER STUDIES FOR TRAVELING-WAVE COAXIAL LAUNCHERS,1991
DESIGN OF A RELUCTANCE ACCELERATOR,1991
GUIDELINES FOR THE DESIGN OF SYNCHRONOUS-TYPE COILGUNS,1991
WARP-10 - A NUMERICAL-SIMULATION MODEL FOR THE CYLINDRICAL RECONNECTION LAUNCHER,1991
ARMATURE DESIGN FOR COAXIAL INDUCTION LAUNCHERS,1991
A 10-STAGE RECONNECTION DEMONSTRATION LAUNCHER,1991
TRAVELING-WAVE SYNCHRONOUS COIL GUN,1991
A SYMMETRICAL RAIL ACCELERATOR,1991
DESIGN CRITERIA FOR BRUSH COMMUTATION IN HIGH-SPEED TRAVELING-WAVE COILGUNS,1991
"LANGEVIN,PAUL AND THE BIRTH OF ULTRASONICS",1991
GHZ-RANGE UNIDIRECTIONAL LOW-LOSS SAW FILTERS AND FINE LITHOGRAPHY TECHNOLOGY,1991
MULTIDIMENSIONAL ULTRASONIC-IMAGING AND TISSUE CHARACTERIZATION,1991
ULTRASONIC-ABSORPTION IN A BINARY MIXTURE OF NITROBENZENE NORMAL-HEXANE OVER THE FREQUENCY-RANGE OF 0.2 MHZ-3 MHZ,1991
QUASI-CRYSTAL STRUCTURES WITH NEUTRON-DIFFRACTION - HOW FAR FROM 3-DIM PENROSE LATTICES,1991
SOME COMMENTS ON THE EPOCH OF GALAXY FORMATION,1991
MAGNETISM IN RARE-EARTH-METALS AND RARE-EARTH INTERMETALLIC COMPOUNDS,1991
GALAXY FORMATION AND EVOLUTION,1991
MAGNETIC COMPTON-SCATTERING - GATHERING MOMENTUM,1991
TUNNELING MICROSCOPY OF DNA,1991
PRIMORDIAL PERTURBATIONS FROM INFLATION,1991
MAGNETIC AND TRANSPORT-PROPERTIES OF AMORPHOUS U1-XSBX FERROMAGNETS,1991
EXCITON-POLARITONS IN QUANTUM-WELLS,1991
COSMIC STRINGS AND THE LARGE-SCALE STRUCTURE OF THE UNIVERSE,1991
CALCULATED INTRINSIC MAGNETIC-PROPERTIES OF 3D AND 4F MATERIALS,1991
PLASMONS AND QUASI-PARTICLES IN QUANTUM-WELL SYSTEMS,1991
II-VI SEMICONDUCTORS DOPED WITH TRANSITION-METALS OTHER THAN MN,1991
EDGE STATES IN QUANTUM-WELLS WITH MAGNETIC-FIELDS,1991
2-PHOTON AND 3-PHOTON SPECTROSCOPY IN SOLIDS,1991
COSMIC GLOBAL STRINGS,1991
OPTICAL AND TRANSPORT NONLINEARITIES IN LASER-EXCITED SEMICONDUCTORS,1991
MAGNETIC-ANISOTROPY OF CUBIC IRON-BASED DILUTED MAGNETIC SEMICONDUCTORS,1991
COOPERATIVE EFFECTS IN CECU2SI2,1991
NMR AND MAGNETIC SUPERCURRENT IN HE-3-B,1991
QUASI-PARTICLE DYNAMICS IN SUPERFLUID HE-3,1991
EXPERIMENTAL CONSTRAINTS ON DARK MATTER,1991
WIGNER CRYSTALLIZATION OF IONS TRAPPED IN SUPERFLUID HE-4,1991
DIAMOND MELTING AND LIQUID CARBON,1991
SURFACE AND CRYSTAL-FIELD EFFECTS ON THE METALLIC PROPERTIES OF SMALL SYSTEMS,1991
EVOLUTION OF SMALL-SCALE STRUCTURE ON COSMIC STRINGS,1991
THEORY OF MAGNETIC MULTILAYERS,1991
MAGNETIC-PROPERTIES OF EPITAXIAL METALLIC SUPERLATTICES,1991
HIGH MAGNETIC-FIELDS - PHYSICAL LIMITS IN MAGNET DESIGN,1991
"ELECTRONIC-STRUCTURE THEORY OF MAGNETISM OF SURFACES, INTERFACES AND OVERLAYERS",1991
SQUID ARRAYS FOR BIOMAGNETIC DIAGNOSIS,1991
QUANTUM MAGNETOTRANSPORT OF A 2-DIMENSIONAL ELECTRON-GAS SUBJECT TO PERIODIC ELECTRIC OR MAGNETIC MODULATIONS,1991
RECENT DEVELOPMENTS IN THE STUDIES OF INCOMMENSURATE SYSTEMS,1991
SPECTROSCOPIC STUDIES OF THE EFFECT OF CONFINEMENT ON DEFECT STATES IN GAAS/ALGAAS QUANTUM-WELLS,1991
FIELD-INDUCED SPIN-DENSITY WAVES IN QUASI-1D CONDUCTORS,1991
"SIC RECENT DEVELOPMENTS - MATERIAL, TECHNOLOGY, DEVICES",1991
STRAINED LAYERS FOR OPTOELECTRONIC DEVICES,1991
1ST-ORDER INFLATION,1991
INP - THE BASIC MATERIAL OF INTEGRATED OPTOELECTRONICS FOR FIBER COMMUNICATION-SYSTEMS,1991
OPTICAL INVESTIGATION OF CDTE/CDZNTE HETEROSTRUCTURES,1991
THE DESIGN AND APPLICATION OF III-V MULTIQUANTUM WELL OPTICAL MODULATORS,1991
DYNAMICS OF CARRIER RECOMBINATION IN GAAS/ALGAAS QUANTUM-WELL STRUCTURES,1991
SEQUENTIAL TUNNELING AND MAGNETICALLY ENHANCED BISTABILITY IN DOUBLE BARRIER RESONANT-TUNNELING STRUCTURES,1991
OPTICAL-PROPERTIES OF SEMICONDUCTOR QUANTUM DOTS IN GLASS MATRIX,1991
PARTICLE PHYSICS FOOTPRINTS OF THE INVISIBLE AXION,1991
THE ALPHA PARAMETERS OF WORMHOLES,1991
OPTICAL MEASUREMENTS OF CORRELATED STATES OF 2-DIMENSIONAL ELECTRONS IN GAAS AT LOW-TEMPERATURES AND HIGH MAGNETIC-FIELDS,1991
MAGNETO-QUANTUM TRANSPORT IN 2D-ELECTRON SYSTEMS WITH PERIODIC MODULATION,1991
CLASSICAL PHYSICS AND HAMILTONIAN QUANTUM-MECHANICS AS RELICS OF THE BIG-BANG,1991
COULOMB-DRIVEN COLLAPSE OF THE SYMMETRICAL ANTISYMMETRIC ENERGY-GAP IN DOUBLE QUANTUM-WELLS AT HIGH MAGNETIC-FIELDS,1991
OPTICS OF ZERO DIMENSIONAL SEMICONDUCTOR SYSTEMS,1991
SEMI-INSULATING TRANSITION METAL-DOPED III-V MATERIALS,1991
MOLECULAR-BEAM EPITAXY OF II-VI BASED HETEROSTRUCTURES,1991
SPATIAL CORRELATION OF IMPURITY CHARGES INDUCED BY COULOMB INTERACTIONS - APPLICATION TO DX CENTERS IN GAAS,1991
HOT-ELECTRON BALLISTIC TRANSPORT IN 2-DIMENSIONAL STRUCTURES,1991
PHYSICS OF GAAS/ALAS SUPERLATTICES,1991
IV-VI NARROW-GAP SUPERLATTICES,1991
GALLIUM-ARSENIDE AND RELATED-COMPOUNDS FOR DEVICE APPLICATIONS,1991
INTRA-SHALLOW-DONOR PHOTOCONDUCTIVITY IN SEMI-INSULATING GAAS,1991
SURFACE STABILITY OF ORDERED GA0.5IN0.5P AND GAAS0.5SB0.5 ALLOYS,1991
ACCEPTOR-LIKE LEVEL OF THE EL2 DEFECT IN ITS METASTABLE CONFIGURATION,1991
2 CHARGE STATES OF SULFUR IN GASB,1991
ELECTRON-EMISSION FROM EXTENDED DEFECTS IN DLTS EXPERIMENT,1991
FREE-CARRIER PLASMONS AS A NOVEL TOOL IN SEMICONDUCTOR PHYSICS,1991
SPIN-DEPENDENT INTERACTION OF A BAND ELECTRON WITH PARAMAGNETIC IMPURITIES,1991
"SPIN-LATTICE RELAXATION OF CDMNTE, MEASURED WITH A PICK-UP COIL IN A HIGH MAGNETIC-FIELD",1991
INTERACTION OF EXCITONS BOUND TO 3D TRANSITION-METAL IONS WITH LATTICE-VIBRATIONS IN II-VI SEMICONDUCTORS,1991
SOME REMARKS CONCERNING THE BRST TRANSFORMATION,1991
ANOMALIES AND EXTENDED BRS-TECHNIQUE,1991
THE S-MATRIX AND ITS POLE STRUCTURE FOR THE RELATIVISTIC LEE MODEL,1991
SUPERSYMMETRY BREAKING FROM SUPERSTRINGS AND THE GAUGE HIERARCHY,1991
RECENT RESULTS ON HIGHER-ORDER QCD CORRECTIONS TO HADRONIC CROSS-SECTIONS,1991
GAUGE BREAKING REGULARIZATION OF THE NAMBU-JONA-LASINIO MODEL WITH VECTOR-MESONS,1991
SOME RESULTS ON THE ONE-LOOP EFFECTIVE ACTION IN CHIRAL BACKGROUND FIELDS,1991
CHIRAL COLOR AND AXIGLUONS,1991
QUARKS WITH A PION CONDENSATE - A NEW PHASE OF MATTER,1991
WARMING UP A NUCLEON,1991
QUARKS IN THE INSTANTON MEDIUM,1991
MESON PROPERTIES AND CHIRAL TRANSITION AT FINITE TEMPERATURE AND DENSITY IN NAMBU-JONA-LASINIO MODEL WITH DIFFERENT REGULARIZATION SCHEMES,1991
SELF-SIMILAR CASCADE STRUCTURE IN MULTIPARTICLE PRODUCTION PROCESSES,1991
RENORMALIZATION-GROUP IMPROVED YFS THEORY IN Z0 PHYSICS,1991
TRIUMPH OF THE STANDARD MODEL IN THE ALEPH AND OTHER EXPERIMENTS AT LEP,1991
ORIGINS OF THE MOLONGLO RADIO OBSERVATORY - THE CROSS AND THE MOST,1991
THE MOST AND OTHER RADIO TELESCOPES,1991
POSITION AND FLUX-DENSITY CALIBRATION AT MOLONGLO,1991
RADIO SURVEYS AND LARGE-SCALE STRUCTURE,1991
COMPACT STRUCTURE IN CONTINUUM RADIO-SOURCES,1991
VLBI IN AUSTRALIA - A REVIEW,1991
INVESTIGATIONS OF THE STARK-EFFECT AT HIGH-FIELD STRENGTHS,1991
STATUS AND FUTURE STEPS IN TOKAMAK RESEARCH,1991
STARK-EFFECT BROADENING OF BALMER LINES AT MEDIUM ELECTRON-DENSITIES,1991
STATUS OF PLASMATRONS FOR NEW TECHNOLOGICAL PROCESSES,1991
2-FLUID THEORY OF PRESHEATH AND SPACE-CHARGE SHEATH IN LOW-PRESSURE PLASMAS,1991
TRENDS IN THE PLASMA ACTIVATED DEPOSITION OF HARD COATINGS,1991
UV-GENERATION IN DIELECTRIC BARRIER DISCHARGES,1991
TRICRITICAL POINT BEHAVIOR AND QUADRUPOLE INTERACTIONS IN FERROELECTRICS,1991
THERMAL FLUCTUATIONS OF THE DOMAIN-WALL POSITION IN IMPURE CRYSTAL,1991
NUCLEATION ON A MOVING TWIN BOUNDARY,1991
QUANTUM-MECHANICS OF A PROTON OR DEUTERON ON A SINGLE H-BOND - FLUCTUATING POTENTIAL AND FRICTION TERM,1991
INTERACTING PROTONS IN 2 DOUBLE MINIMUM POTENTIALS - QUANTUM-MECHANICAL CALCULATIONS,1991
SUPERCONDUCTING LEAD CLUSTER FILMS WITH PARTICLE-SIZE DEPENDENT REDUCTION OF TC,1991
LINEAR AND NONLINEAR OPTICAL STUDIES OF CDS1-XSEX QUANTUM DOTS,1991
SOME PROBLEMS CONCERNING THE DEFINITION OF A DIVIDING SURFACE AND ITS INFLUENCE ON THE CALCULATION OF THERMODYNAMICAL PARAMETERS OF SMALL CLUSTERS,1991
PARTICLE-SIZE EFFECTS OF CLUSTERS AND CRYSTALLITES,1991
LOCALIZATION IN SMALL FCC-PARTICLES WITH SURFACE IRREGULARITIES AND DISORDER,1991
MOLECULAR STATISTICAL DESCRIPTION OF SMALL THERMODYNAMIC SYSTEMS - PROBLEMS AND POSSIBILITIES,1991
NANOCRYSTALS GROWN IN AMORPHOUS CR AND CRNI THIN-FILMS,1991
IDENTIFICATION OF DILUTED SMALL DEFECT CLUSTERS IN SILICON BY ELECTRON-PARAMAGNETIC RESONANCE,1991
PHOTOEMISSION ON GOLD-55-CLUSTERS DERIVED FROM GOLD-PHOSPHINE AUP(C6H5)3CL,1991
OPTICAL-SPECTRA AND LASER-INDUCED DISSOCIATION OF SUPPORTED NA PARTICLES,1991
ELECTRONIC-STRUCTURE OF DEPOSITED MONOSIZED METAL-CLUSTERS,1991
ELECTRONIC-STRUCTURE OF CR-CLUSTERS ON GRAPHITE,1991
SYNCHROTRON RADIATION STUDY OF SILVER AND CHROMIUM PARTICLES SUPPORTED ON GRAPHITE,1991
LOGNORMAL-DISTRIBUTION AS THE NATURAL STATISTICS OF CLUSTER SYSTEMS,1991
NUCLEATION AND CONDENSATION TO A SINGLE EQUILIBRIUM CLUSTER REGIME IN A MONTE-CARLO EXPERIMENT,1991
SPECTROSCOPIC STUDY ON THE CRYSTAL-GROWTH IN GAS EVAPORATION - EMISSION AND ABSORPTION-SPECTRA FROM CU SMOKE,1991
PRODUCTION OF COLD HOT METAL CLUSTER IONS - A MODIFIED LASER VAPORIZATION SOURCE,1991
A NEW TYPE OF CLUSTER AND CLUSTER ION-SOURCE,1991
THE PULSED-ARC CLUSTER ION-SOURCE (PACIS),1991
LARGE CLUSTERS OF CESIUM FROM PURE VAPOR EXPANSIONS,1991
FORMATION OF SILVER CLUSTERS IN NOZZLE EXPANSIONS,1991
CLUSTER GENERATION IN EXPANSIONS OF PURE WATER-VAPOR AND OF MIXTURES WITH CARBON-DIOXIDE,1991
A SUPERSONIC BEAM ION-CYCLOTRON RESONANCE INSTRUMENT FOR THE STUDY OF VANDERWAALS CLUSTER IONS,1991
AN IMPROVED LASER VAPORIZATION CLUSTER SOURCE AND TIME-OF-FLIGHT MASS-SPECTROMETER,1991
CLUSTER ISOBARS FOR HIGH-PRECISION MASS-SPECTROMETRY,1991
THE KINETICS OF CONDENSATION BEHIND THE SHOCK FRONT,1991
MOLECULAR KINETICS OF CLUSTER FORMATION IN THE DENSE FLUIDS,1991
AN ELECTRON-DIFFRACTION APPARATUS FOR SMALL PARTICLE BEAMS,1991
EVIDENCE FOR THE DIRECT EJECTION OF CLUSTERS FROM ALKALI-HALIDES DURING LASER VAPORIZATION,1991
CONCLUDING REMARKS,1991
SIMPLE METAL-CLUSTERS,1991
HIGH-RESOLUTION SPECTROSCOPY OF SMALL METAL-CLUSTERS,1991
PHOTOABSORPTION SPECTRA OF S1-ELECTRON METAL-CLUSTERS,1991
SHELLS AND SUPERSHELLS IN METAL-CLUSTERS,1991
ELECTRONIC SHELLS AND SHELLS OF ATOMS IN METALLIC CLUSTERS,1991
COMPUTER-SIMULATIONS OF SMALL SEMICONDUCTOR AND METAL-CLUSTERS,1991
QUANTUM MOLECULAR INTERPRETATION OF ABSORPTION-SPECTRA OF SMALL ALKALI-METAL CLUSTERS,1991
OPTICAL-SPECTRA OF SODIUM MICROCLUSTERS,1991
"THE INFLUENCE OF SHELLS, ELECTRON THERMODYNAMICS, AND EVAPORATION ON THE ABUNDANCE SPECTRA OF LARGE SODIUM METAL-CLUSTERS",1991
THERMAL ELECTRONIC-PROPERTIES OF ALKALI CLUSTERS,1991
SEMICLASSICAL VARIATIONAL STUDY OF SIZE EFFECTS IN NEUTRAL AND CHARGED JELLIUM DROPLETS,1991
APPLYING ZEKE-SPECTROSCOPY TO CLUSTERS,1991
A PSEUDO-JAHN-TELLER TREATMENT OF THE B SYSTEM OF NA3,1991
A LOCALIZED-ORBITAL HARTREE-FOCK DESCRIPTION OF ALKALI-METAL CLUSTERS,1991
ABSOLUTE CROSS-SECTIONS FOR ELECTRON-IMPACT IONIZATION OF AG2,1991
PHOTOABSORPTION SPECTRA OF CSNO AND CSN CLUSTERS,1991
THERMAL BROADENING OF PLASMON ABSORPTION IN POTASSIUM CLUSTER IONS,1991
RESPONSE PROPERTIES OF SODIUM CLUSTERS WITHIN A JELLIUM-LIKE MODEL WITH FINITE SURFACE THICKNESS,1991
THE ELASTIC-SCATTERING ON JELLIUM CLUSTERS,1991
SEMICLASSICAL VARIATIONAL CALCULATION OF LIQUID-DROP MODEL COEFFICIENTS FOR METAL-CLUSTERS,1991
EXCESS CURRENT IN NARROW SUPERCONDUCTING FILMS,1991
NONSTATIONARY PROPERTIES AND SUBHARMONIC ENERGY-GAP STRUCTURE OF RESISTIVITY STATE IN SUPERCONDUCTING FILMS,1991
PHOTON-STIMULATED PRODUCTION OF VORTEX-ANTIVORTEX PAIRS IN THIN SUPERCONDUCTING FILMS,1991
SUPERCONDUCTIVITY AND MAGNETISM OF LABA2CU3-XMXOY (M=NI AND ZN),1991
RELATIONSHIP BETWEEN TC AND HOLE CONCENTRATION IN BI2SR2CACU2O8+DELTA,1991
SUPERCONDUCTING PROPERTIES OF THE SNTE-PBTE SYSTEM DOPED WITH INDIUM,1991
CRITICAL PARAMETERS OF PHASE BI2+XSR2+YCA1+ZCU2O8-DELTA (2212) SINGLE-CRYSTALS,1991
"CRYSTAL-GROWTH AND SINGLE-CRYSTAL PHYSICAL-PROPERTIES OF RARE-EARTH-BASED CHEVREL PHASES REMO6S8 (RE=SM,DY,TM)",1991
"TC ENHANCEMENT, ANTIGRANULOCYTES EFFECTS, CRITICAL CURRENTS AND MAGNETIZATION MEASUREMENTS IN Y-BA-CU-O COMPOUNDS AFTER HALOGEN(F) INSERTION",1991
"INFLUENCE OF CE DOPING AND PREPARATION CONDITIONS ON ANTIFERROMAGNETISM, SUPERCONDUCTIVITY AND ELECTRONIC-PROPERTIES OF LN2-XCEXCUO4-DELTA (LN=ND,SM)",1991
OXYGEN ISOTOPE EFFECT IN SUPERCONDUCTING (Y1-XPRX)BA2CU3O-DELTA,1991
BALLISTIC QUASI-PARTICLE PROPAGATION AND SYMMETRY OF THE SUPERCONDUCTING ORDER PARAMETER,1991
QUANTUM MONTE-CARLO SIMULATION OF A DISSIPATIVE CHAIN OF JOSEPHSON-JUNCTIONS,1991
MAGNETIC-PROPERTIES ON THE GRAIN-BOUNDARY OF HIGH-TC BI-SYSTEM FILMS,1991
THE TEMPERATURE ENERGY-GAP EVOLUTION OF BA0.6K0.4BIO3 BY ELECTRON-TUNNELING,1991
GIANT SHAPIRO STEPS IN JOSEPHSON JUNCTION ARRAYS,1991
"THE SUPERCONDUCTIVITY OF LA1.85SR0.15CU1-XMXO4-Y (0 LESS-THAN X LESS-THAN 0.03) (M=MG,MN)",1991
RECOVERY PROCESSES IN Y BA2CU3O7-X SINGLE-CRYSTALS AFTER LOW-TEMPERATURE IRRADIATION,1991
EFFECT OF TIP ATOMIC AND ELECTRONIC-STRUCTURE ON SCANNING TUNNELING MICROSCOPY SPECTROSCOPY,1991
THE SURFACE-STRUCTURE OF AN ORGANIC CONDUCTOR (BEDT-TTF)2KHG(SCN)4 OBSERVED BY SCANNING TUNNELING MICROSCOPY,1991
SURFACE STEP CONFIGURATIONS UNDER STRAIN - KINETICS AND STEP STEP INTERACTIONS,1991
STRUCTURE OF THE K ADSORBED SI(001)2X1 SURFACE STUDIED BY LEED,1991
LEED AND SPECTROSCOPIC STUDIES OF (001) SURFACES OF ND2CUO4 AND (NDCE)2CUO4 SINGLE-CRYSTALS,1991
LEED-AES OBSERVATIONS OF THE VACUUM-CLEAVED BI-SR-CA-CU-O SINGLE-CRYSTALS,1991
SURFACE-STRUCTURE OF CL/NI(111) DETERMINED BY SURFACE EXAFS SPECTROSCOPY AND SOFT-X-RAY STANDING-WAVE METHOD,1991
RHEED INTENSITY ANALYSIS OF SI(001)2X1 AND 2X1-K SURFACE-STRUCTURES,1991
THE DIRECT OBSERVATION OF THE GE(001) DIMER STRUCTURE BY HIGH-RESOLUTION UHV TRANSMISSION ELECTRON-MICROSCOPY,1991
SHORT-RANGE ORDERS OF AN ADSORBED LAYER - GOLD ON THE SI(111)7X7 SURFACE,1991
REM AND TEM STUDIES OF 2D AU-CU ALLOY ADSORBATES ON A SI(111) SURFACE,1991
TOF ICISS STUDY OF SURFACE DAMAGE FORMED BY AR ION-BOMBARDMENT ON SI(100),1991
"CHARACTERIZATION OF ORGANIC ULTRA-THIN FILMS BY PENNING IONIZATION ELECTRON-SPECTROSCOPY DURING LAYER-BY-LAYER PREPARATION - TFTCNQ, TMTSF AND THEIR CHARGE-TRANSFER COMPLEX",1991
LATTICE GAS-MODEL OF SI(111) AND GE(111),1991
PHASE-DIAGRAM OF COADSORBATE SYSTEMS ON THE SQUARE LATTICE NET,1991
ORDER-DISORDER TRANSITIONS IN FCC BINARY-ALLOYS WITH SURFACES,1991
THE (1X1) HIGH-TEMPERATURE PHASE OF GE(111) AND SI(111),1991
LEED OBSERVATION OF NO ADSORPTION-INDUCED RELAXATION ON A SINGLE-DOMAIN PT(001)-(20X5) SURFACE,1991
STUDY OF SUCCESSIVE PHASE-TRANSITIONS OF THE SI(001)-BI SURFACE BY RHEED,1991
MONTE-CARLO SIMULATION OF SINGLE DOMAIN SI(100) SURFACES,1991
PERIODIC CHANGES IN THE STRUCTURE OF A SURFACE GROWING UNDER MBE CONDITIONS AND RHEED OSCILLATION,1991
HYDROGEN-TERMINATION EFFECTS ON THE GROWTH OF AG THIN-FILMS ON SI(111) SURFACES,1991
A RHEED STUDY OF THE INITIAL GROWTH OF AG ON THE SI(001) SURFACE,1991
METASTABLE STRUCTURE OF SI(111) SURFACE DURING HOMOEPITAXIAL GROWTH,1991
STRUCTURE OF GAAS HETEROEPITAXIAL LAYER GROWN ON GAP(001) BY MOLECULAR-BEAM EPITAXY,1991
HETERO-ELECTROMIGRATION ON SEMICONDUCTOR SURFACES,1991
SURFACE ELECTROMIGRATION OF IN AND CU ON SI(111) SURFACES STUDIED BY REM,1991
CALORIMETRIC STUDIES OF PHASE-TRANSITIONS IN SUBMONOLAYER PHYSISORBED PHASES,1991
MAGNETIC PHASE-TRANSITION IN ADSORBED HE-3 FILMS,1991
MAGNETIC PHASE-TRANSITION OF OXYGEN MONOLAYER FILMS ADSORBED ON EXFOLIATED GRAPHITE,1991
THEORY OF SURFACE STRESS AND SURFACE RECONSTRUCTION,1991
SELF-CONSISTENT CALCULATION OF THE BANDGAP AND SCREENING AT SI(111)2X1,1991
PARALLEL BIASED SIS-ARRAYS FOR MM WAVE MIXERS - MAIN IDEAS AND EXPERIMENTAL-VERIFICATION,1991
AN ANALYTIC INVESTIGATION OF THE SUPERCONDUCTOR QUASI-PARTICLE MIXER IN THE LOW-POWER LIMIT,1991
PERFORMANCE OF NBN SUPERCONDUCTIVE TUNNEL-JUNCTIONS AS SIS MIXERS AT 205 GHZ,1991
100 GHZ SIS MIXER WITH IMPROVED RF MATCHING,1991
VACUUM NOISE SQUEEZING AT MICROWAVE-FREQUENCIES USING A JOSEPHSON PARAMETRIC-AMPLIFIER,1991
OUTPUT SIGNAL FROM NB-BASED TUNNEL-JUNCTIONS BY IRRADIATION OF 6 KEV X-RAYS,1991
SUPERCONDUCTING TUNNEL-JUNCTIONS FOR USE AS ENERGY RESOLVING X-RAY-DETECTORS,1991
PARTICLE PULSES FROM SUPERCONDUCTING ALUMINUM TUNNEL JUNCTION DETECTORS,1991
MODELING QUASI-PARTICLE PRODUCTION AND PROPAGATION IN TUNNEL JUNCTION BASED X-RAY-DETECTORS,1991
FAR-INFRARED KINETIC-INDUCTANCE DETECTORS,1991
SUPERCONDUCTING INFRARED DETECTOR ARRAYS WITH INTEGRATED PROCESSING CIRCUITRY,1991
SYNCHRONOUS SWITCHING OF A LARGE NUMBER OF JOSEPHSON-JUNCTIONS,1991
MICROWAVE DETECTOR RESPONSE OF THE JOSEPHSON JUNCTION ARRAYS,1991
KINETIC-INDUCTANCE COUPLING SCHEME FOR SUPERCONDUCTING STRIPLINE SYSTEM AND ITS DEVICE APPLICATIONS,1991
ULTRA-COMPACT MICROWAVE FILTERS USING KINETIC INDUCTANCE MICROSTRIP,1991
INVESTIGATION OF AN ELECTRONICALLY TUNED 100 GHZ SUPERCONDUCTING PHASE-SHIFTER,1991
PHASE-LOCKED JOSEPHSON SOLITON OSCILLATORS,1991
QUASI-OPTICAL JOSEPHSON OSCILLATOR,1991
RADIOFREQUENCY GENERATION USING A SNS MICROBRIDGE,1991
MAGNETIC-FIELD DEPENDENCE OF THE CRITICAL CURRENT IN LONG QUASI-OVERLAP JOSEPHSON-JUNCTIONS,1991
MILLIMETER-WAVE RESPONSE IN NBN(G)/AL NANOBRIDGES,1991
SELF-RADIATION PHENOMENA IN LTSC AND HTSC BRIDGES,1991
DYNAMICS OF PULSE DRIVEN JOSEPHSON-JUNCTIONS,1991
NONLINEAR OSCILLATION MODES IN THE 3RD ORDER JOSEPHSON JUNCTION CIRCUITS,1991
"R.F.-INDUCED STEPS IN MUTUALLY COUPLED, 2-DIMENSIONAL DISTRIBUTED JOSEPHSON TUNNEL-JUNCTIONS",1991
INVESTIGATION OF THE WALL EFFECT IN THE LONG JOSEPHSON-JUNCTIONS,1991
PHONON-MEDIATED PARTICLE-DETECTION UTILIZING TITANIUM SUPERCONDUCTING TRANSITION EDGE SENSORS ON SILICON CRYSTAL-SURFACES,1991
