Title,Pub Year
SEEING EXCITATION PROPAGATING IN VISUAL CORTICAL SLICES,1991
NEURAL CORRELATES OF THE PERCEPTION OF DEPTH ROTATION IN THE PARIETAL ASSOCIATION CORTEX OF THE MONKEY,1991
THE ROLE OF THE ROBUST NUCLEUS OF THE ARCHISTRIATUM (RA) IN AVIAN SONG LEARNING,1991
THE 3-DIMENSIONAL MORPHOLOGY OF THE ASTROCYTIC PROCESS COVERING THE SURFACE OF THE NEURONAL SOMA WITH MANY TERMINAL BOUTONS,1991
A METHOD TO DEMONSTRATE 3-DIMENSIONAL STRUCTURES OF NEURONS,1991
SYNAPTIC VESICLE MEMBRANE DISASSEMBLY AND RE-ASSEMBLY ASSOCIATED WITH SYNAPTIC ACTIVITY,1991
CHANGES IN GLIAL MORPHOLOGY DURING NERVE AND MUSCLE DEGENERATION IN MANDUCA,1991
NEUROTRANSMITTER REGULATION OF AXOPLASMIC-TRANSPORT AND NEURONAL GROWTH,1991
A NEW ASPECT OF CONTACT GUIDANCE - GROWTH ENHANCEMENT AND ORIENTATION OF NEURITES BY 3-DIMENSIONAL MICROSTRUCTURES FABRICATED ON CULTURE PLATE SURFACE,1991
A NEW CA2+-DEPENDENT ACTIN FILAMENT-SEVERING PROTEIN IN ADRENAL-MEDULLA,1991
INTRACELLULAR CALCIUM RELEASE MECHANISM IN HAMSTER EGGS,1991
INTRACELLULAR CA2+ GRADIENTS AND PROTEIN-KINASE ACTIVITY ARE REQUIRED FOR THE DIRECTED TRANSLOCATION OF NEURAL CREST CELLS,1991
INDUCTION OF NEURAL MEMBRANE IN CLEAVAGE-ARRESTED ECTODERMAL BLASTOMERES ISOLATED FROM THE ASCIDIAN EARLY EMBRYO,1991
DEVELOPMENTAL-CHANGES IN VOLTAGE-DEPENDENT CALCIUM AND SODIUM-CHANNELS DURING DIFFERENTIATION OF EMBRYONIC CHICK SKELETAL-MUSCLE CELLS IN CULTURE,1991
"A NOVEL CURRENT IN THE EGG AND EARLY EMBRYO OF THE MOLLUSK, MEGATHURA-CRENULATA",1991
ION CHANNELS RELATED TO THE CELL-CYCLE IN EARLY EMBRYOS,1991
MECHANOELECTRICAL TRANSDUCTION AND EFFERENT SYNAPSE ON THE HAIR CELL,1991
THE NOCEFFECTOR PRINCIPLE AND THE CLASSIFICATION OF THIN SENSORY AXONS,1991
SIGNIFICANCE OF TRANSIENT MECHANOSENSORY INPUT IN RELATION TO THE SENSORY HAIR DISTRIBUTION IN THE CRAYFISH,1991
INFRASOUND DETECTION IN FISH,1991
TASTE EQUATION IN THE BLOW FLY,1991
RETINAL MECHANISMS OF MOTION DETECTION - IONIC CURRENT AND TRANSMITTER ACTION,1991
TRANSMITTER INTERACTIONS AT THE HORIZONTAL CELL LEVEL IN THE RETINA OF A TELEOST FISH (EUGERRES-PLUMIERI),1991
RESPONSES TO LIGHT GENERATED IN THE PRESYNAPTIC TERMINALS OF BARNACLE PHOTORECEPTORS,1991
RETINAL NEURON NETWORK,1991
SPECIAL LIGHT ADAPTIVE PROPERTIES OF INDOLEAMINE SECRETING PINEAL PHOTORECEPTORS,1991
REVIEW OF UBENIMEX (BESTATIN) - CLINICAL RESEARCH,1991
HEMATOPOIETIC AND THERAPEUTIC PROPERTIES OF BESTATIN IN NORMAL AND MYELOSUPPRESSED MICE,1991
"ENHANCING EFFECT OF UBENIMEX (BESTATIN) ON PROLIFERATION AND DIFFERENTIATION OF HEMATOPOIETIC PROGENITOR CELLS, AND THE SUPPRESSIVE EFFECT ON PROLIFERATION OF LEUKEMIC-CELL LINES VIA PEPTIDASE REGULATION",1991
MODULATION OF BONE-MARROW CELL FUNCTIONS INVITRO BY BESTATIN (UBENIMEX),1991
BESTATIN TREATMENT OF MYELODYSPLASTIC SYNDROMES AND CHRONIC MYELOGENOUS LEUKEMIA,1991
"EFFECTS OF UBENIMEX, A BIOLOGICAL RESPONSE MODIFIER, ON MYELODYSPLASTIC SYNDROME AND CHRONIC LEUKEMIA",1991
EFFECT OF UBENIMEX ON THE IMMUNE-SYSTEM OF PATIENTS WITH HEMATOLOGICAL MALIGNANCIES,1991
EFFECTS OF BIOLOGICAL RESPONSE MODIFIERS ON CHILDHOOD ALL BEING IN REMISSION AFTER CHEMOTHERAPY,1991
BESTATIN ADMINISTRATION AND THE CHANGE IN CELLULAR-IMMUNITY,1991
PROSPECTIVE RANDOMIZED CONTROLLED-STUDY ON BESTATIN IN RESECTABLE GASTRIC-CANCER,1991
THE LESSON OF THE CHERNOBYL DISASTER,1991
INCIDENCE OF LEGAL-ABORTION IN SWEDEN AFTER THE CHERNOBYL ACCIDENT,1991
LEGALLY-INDUCED ABORTIONS IN DENMARK AFTER CHERNOBYL,1991
PREGNANCY OUTCOME IN NORWAY AFTER CHERNOBYL,1991
THE EFFECTS OF THE CHERNOBYL EXPLOSION ON INDUCED-ABORTION IN ITALY,1991
PATHOLOGICAL ASSESSMENT OF BONE,1991
ASSESSING OSTEOPOROSIS,1991
ESTROGEN REPLACEMENT THERAPY AND OSTEOPOROSIS,1991
STRESS-FRACTURES IN THE ELDERLY,1991
MECHANISMS OF FRACTURE-HEALING,1991
REHABILITATION OF THE FRACTURE PATIENT,1991
A RANDOMIZED PHASE-III PROTOCOL FOR THE EVALUATION OF MISONIDAZOLE COMBINED WITH RADIATION IN THE TREATMENT OF PATIENTS WITH BRAIN METASTASES (RTOG-7916),1991
"COMPARISON OF 1 VS 2 OR MORE INTRACAVITARY BRACHYTHERAPY APPLICATIONS IN THE MANAGEMENT OF CARCINOMA OF THE CERVIX, WITH IRRADIATION ALONE",1991
PATTERNS AND SITES OF FAILURE IN CERVIX CANCER TREATED IN THE USA IN 1978,1991
IMPROVEMENT OF A STEREOGONIOMETER FOR BALLISTICS,1991
FAT-EMBOLISM FOLLOWING SUCTION LIPECTOMY AND ABDOMINOPLASTY,1991
KIENBOCK DISEASE - ABOUT 46 CASES,1991
MULLER WEISS DISEASE - A CASE-REPORT,1991
EVALUATION OF A SIMPLE MULTIPLE INDICATOR METHOD FOR AGE-DETERMINATION OF ADULT CORPSES,1991
CONTRIBUTION OF MULTIVARIABLE STUDY OF ESTIMATION OF POSTMORTEM DELAY FROM VITREOUS PARAMETERS,1991
SIDE-EFFECTS WITH OPHTHALMIC BETA-BLOCKERS - MEDICOLEGAL CONSIDERATIONS,1991
EVALUATION OF DRUG ANALYSIS IN VITREOUS-HUMOR,1991
CARING FOR WOMEN AT RISK OF HIV-INFECTION,1991
MYCOBACTERIAL DISEASE ASSOCIATED WITH HIV-INFECTION,1991
CONTROVERSIES IN THE MANAGEMENT OF HIV-RELATED ILLNESSES,1991
CLINICAL MANAGEMENT OF THE COMPLICATIONS OF HIV-INFECTION,1991
NEUROLOGIC AND PSYCHIATRIC MANIFESTATIONS OF HIV DISEASE,1991
ASSESSING HIV-INFECTION IN PRIMARY CARE PRACTICE,1991
THE DIAGNOSIS OF DRUG-DEPENDENCE BY PRIMARY CARE PROVIDERS,1991
RECENT ADVANCES IN THE MEDICAL-MANAGEMENT OF EARLY HIV DISEASE,1991
HIV DISEASE IN THE INTRAVENOUS-DRUG-USER - ROLE OF THE PRIMARY CARE PHYSICIAN,1991
ARGININE REMAINS AN ESSENTIAL AMINO-ACID AFTER LIVER-TRANSPLANTATION IN UREA CYCLE ENZYME DEFICIENCIES,1991
LIVER-TRANSPLANTATION IN 2 CHILDREN WITH TYROSINEMIA TYPE-I - BIOCHEMICAL ASPECTS,1991
"FATAL HEPATIC-FAILURE WITH LACTIC ACIDEMIA, FANCONI SYNDROME AND DEFECTIVE ACTIVITY OF SUCCINATE - CYTOCHROME-C REDUCTASE",1991
FATAL NEONATAL HEPATOCELLULAR DEFICIENCY WITH LACTIC-ACIDOSIS - A DEFECT OF THE RESPIRATORY-CHAIN,1991
RESTORATION OF NADH-OXIDATION IN COMPLEX-I AND COMPLEX-III DEFICIENT FIBROBLASTS BY MENADIONE,1991
NADH-Q1 OXIDOREDUCTASE DEFICIENCY WITHOUT LACTIC-ACIDOSIS IN A PATIENT WITH LEIGH SYNDROME - IMPLICATIONS FOR THE DIAGNOSIS OF INBORN-ERRORS OF THE RESPIRATORY-CHAIN,1991
PYRUVATE-DEHYDROGENASE DEFICIENCY DUE TO A MUTATION OF THE E1 ALPHA SUBUNIT,1991
DIAGNOSIS OF TYPE-1B AND TYPE-1C GLYCOGEN-STORAGE-DISEASE,1991
PURIFICATION OF ALPHA AND BETA SUBUNITS OF PHOSPHORYLASE-B-KINASE IN HUMAN LIVER AND CARDIAC-MUSCLE BY AFFINITY-CHROMATOGRAPHY AND IMMUNODETECTION,1991
HEPATIC GLYCOGENOSIS WITH DEFECTS IN THE GLYCOGEN BREAKDOWN PATHWAY - URINARY OLIGOSACCHARIDE PROFILE,1991
CHARACTERIZATION OF A DISEASE-CAUSING LYS329 TO GLU MUTATION IN 16 PATIENTS WITH MEDIUM-CHAIN ACYL-COA DEHYDROGENASE-DEFICIENCY,1991
OCTANOATE AND PALMITATE BETA-OXIDATION IN HUMAN-LEUKOCYTES - IMPLICATIONS FOR THE RAPID DIAGNOSIS OF FATTY-ACID BETA-OXIDATION DISORDERS,1991
THE LONG-CHAIN 3-HYDROXYACYL-COA DEHYDROGENASE OF HUMAN LIVER-MITOCHONDRIA,1991
LONG-CHAIN 3-HYDROXYACYL-COA DEHYDROGENASE-DEFICIENCY - DIFFERENT CLINICAL EXPRESSION IN 3 UNRELATED PATIENTS,1991
MACROCEPHALY - AN IMPORTANT INDICATION FOR ORGANIC-ACID ANALYSIS,1991
"RIBOFLAVIN RESPONSIVE ETHYLMALONIC-ADIPIC ACIDURIA IN A 9-MONTH-OLD BOY WITH LIVER-CIRRHOSIS, MYOPATHY AND ENCEPHALOPATHY",1991
HEXANOL DEHYDROGENASE-ACTIVITY SHOWN BY ENZYME-HISTOCHEMISTRY ON SKIN BIOPSIES ALLOWS DIFFERENTIATION OF SJOGREN-LARSSON SYNDROME FROM OTHER ICHTHYOSES,1991
5-OXOPROLINURIA (GLUTATHIONE SYNTHETASE DEFICIENCY) - A CASE WITH NEONATAL PRESENTATION AND RAPID FATAL OUTCOME,1991
PRISTANIC ACID AND PHYTANIC ACID IN PLASMA FROM PATIENTS WITH A SINGLE PEROXISOMAL ENZYME DEFICIENCY,1991
IDENTIFICATION OF PRISTANOYL-COA OXIDASE AND PHYTANIC ACID DECARBOXYLATION IN PEROXISOMES AND MITOCHONDRIA FROM HUMAN LIVER - IMPLICATIONS FOR ZELLWEGER SYNDROME,1991
BILE-ACIDS IN AMNIOTIC-FLUID - PROMISING METABOLITES FOR THE PRENATAL-DIAGNOSIS OF PEROXISOMAL DISORDERS,1991
DIHYDROXYCHOLESTANAEMIA AND TRIHYDROXYCHOLESTANAEMIA IN TWIN SISTERS,1991
A NEW TYPE OF CHONDRODYSPLASIA PUNCTATA ASSOCIATED WITH PEROXISOMAL DYSFUNCTION,1991
THE EFFECT OF MOLYBDENUM COFACTOR DEFICIENCY ON THE PURINE PATTERN OF CEREBROSPINAL-FLUID,1991
DIHYDROPYRIMIDINURIA - A NEW INBORN ERROR OF PYRIMIDINE METABOLISM,1991
MATERNAL PKU COLLABORATIVE STUDY - THE EFFECT OF NUTRIENT INTAKE ON PREGNANCY OUTCOME,1991
ALTERNATIVE METHIONINE DEGRADATION VIA THE TRANSAMINATION PATHWAY - AN OPTION FOR THERAPY FOR HOMOCYSTINURIA DUE TO CYSTATHIONINE SYNTHASE DEFICIENCY,1991
A FAR ADVANCED CASE OF GYRATE ATROPHY IN A 12-YEAR-OLD GIRL,1991
LEUKOCYTES AS A DIAGNOSTIC-TOOL FOR CLASSICAL GALACTOSEMIA,1991
A NEW VARIANT OF THE CARBOHYDRATE-DEFICIENT GLYCOPROTEINS SYNDROME,1991
THE PREDICTION OF THE THERAPEUTIC RESPONSE TO CHOLESTEROL LOWERING DRUGS IN AN 11-YEAR-OLD BOY WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,1991
"INHIBITION OF CALCIUM-ACTIVATED, PHOSPHOLIPID-DEPENDENT PROTEIN-KINASE (PROTEIN-KINASE-C) ACTIVITY IN SPHINGOLIPIDOSES",1991
FAMILIAL HYPOMAGNESEMIA WITH SECONDARY HYPOCALCEMIA - AUTOSOMAL OR X-LINKED INHERITANCE,1991
7-YEAR EXPERIENCE OF A REFERENCE LABORATORY FOR DETECTION OF INBORN-ERRORS OF METABOLISM IN BRAZIL,1991
CYSTIC-FIBROSIS - THE NEW GENETICS,1991
NEONATAL SCREENING - SHOULD WE OR SHOULDNT WE,1991
PATHOGENESIS AND MANAGEMENT OF LUNG-DISEASE IN CYSTIC-FIBROSIS,1991
HEART-LUNG TRANSPLANTATION FOR CYSTIC-FIBROSIS,1991
ENERGY-BALANCE AND GROWTH IN CYSTIC-FIBROSIS,1991
"CYSTIC-FIBROSIS - YESTERDAY, TODAY AND TOMORROW",1991
MASSIVE TRANSFUSION - OUTCOME IN BLUNT TRAUMA PATIENTS,1991
HYPERTONIC SALINE ALTERS PLASMA CLOTTING TIMES AND PLATELET-AGGREGATION,1991
THE MANAGEMENT OF MID-FACE FRACTURES WITH INTRACRANIAL INJURY,1991
EMERGENCY CENTER ULTRASONOGRAPHY IN THE EVALUATION OF HEMOPERITONEUM - A PROSPECTIVE-STUDY,1991
MULTIPIECE TIRE RIM INJURIES,1991
ACE INHIBITION - CARDIOPROTECTIVE MECHANISMS IN ACUTE MYOCARDIAL-ISCHEMIA,1991
THE SURGEONS ATTITUDE TO DRUG-THERAPY,1991
SULFHYDRYL ACE INHIBITORS AND RADICAL SCAVENGING,1991
PRINCIPLES AND PERSPECTIVES OF CLINICAL-PHARMACOLOGY,1991
POTENTIALS OF ACE-INHIBITOR THERAPY IN ACUTE MYOCARDIAL-ISCHEMIA,1991
ARE THE CONCLUSIONS OF INTERSALT APPLICABLE TO THE GERMAN POPULATION,1991
NEUROENDOCRINE-IMMUNE INTERACTIONS AND THEIR RELEVANCE TO THE PHARMACOLOGY OF CRITICAL CARE MEDICINE,1991
DRUG-INTERACTIONS AND THEIR CLINICAL-SIGNIFICANCE FOR INTENSIVE-CARE AND EMERGENCY-MEDICINE,1991
ACE-INHIBITION - MECHANISMS OF CARDIOPROTECTION IN EXPERIMENTAL CHRONIC HEART-FAILURE,1991
DRUGS AND INTENSIVE-CARE MEDICINE - NECESSITY OF DOSE ADJUSTMENT DURING ORGAN FAILURE,1991
"SALT RESTRICTION, A SKEPTICS VIEWPOINT",1991
RIGHT VENTRICULAR HYPERTROPHY IN RATS - EFFECTS OF ACE-INHIBITORS,1991
"PHARMACOKINETICS OF CEFOTAXIME, CHANGES DUE TO SEPSIS, DOSE CALCULATION IN MULTIPLE-ORGAN FAILURE AND RELEVANCE OF SCORE SYSTEMS",1991
RENAL-FAILURE - CONCEPTS OF DRUG-TREATMENT,1991
FURTHER EVIDENCE FOR THE SALT SENSITIVITY HYPOTHESIS IN MAN,1991
PERIOPERATIVE ANTIBIOTIC ADMINISTRATION - INDICATIONS FOR PROPHYLAXIS,1991
POTENTIAL DELETERIOUS IMPACT OF DIETARY SALT RESTRICTION ON CARDIOVASCULAR RISK-FACTORS,1991
ANTIBACTERIAL CHEMOTHERAPY IN SURGICAL INTENSIVE-CARE,1991
RENAL EFFECTS OF ACE INHIBITORS,1991
VALUE OF ANTIBIOTIC-THERAPY IN POSTOPERATIVE SEPTIC COMPLICATIONS,1991
ANTIBIOTIC-ASSOCIATED PSEUDOMEMBRANOUS COLITIS - A CASE-REPORT,1991
ACE INHIBITORS IN CONCOMITANT HEART AND RENAL-FAILURE,1991
COMPARISON OF CEFOXITIN (TRIPLE DOSE) WITH CEFUROXIM (SINGLE DOSE) FOR ANTIMICROBIAL PERIOPERATIVE PROPHYLAXIS IN GASTROINTESTINAL SURGERY - A PROSPECTIVE RANDOMIZED TRIAL,1991
ACE INHIBITORS IN PATIENTS WITH CONGESTIVE-HEART-FAILURE AND RENAL DYSFUNCTION,1991
ANALGESIA AND SEDATION OF THE VENTILATED PATIENT,1991
HETEROGENEITY OF BLOOD-PRESSURE RESPONSES TO SALT RESTRICTION AND SALT APPETITE IN RATS,1991
PSYCHOPHARMACOLOGICAL ASPECTS OF INTENSIVE-CARE MEDICINE,1991
"MEMBRANE-TRANSPORT, SODIUM-BALANCE, AND BLOOD-PRESSURE REGULATION",1991
TIME COURSE OF RECOVERY FROM DIFFERENT ANALGESIC AND SEDATIVE THERAPIES,1991
ANALYSIS OF EDDY CURRENTS IN NUCLEAR-MAGNETIC-RESONANCE IMAGING,1991
SITE-SPECIFIC WATER PROTON RELAXATION ENHANCEMENT OF IRON(III) CHELATES NONCOVALENTLY BOUND TO HUMAN SERUM-ALBUMIN,1991
EFFECT OF HOMONUCLEAR-J MODULATION ON F-19 SPIN-ECHO IMAGES,1991
FACTORS AFFECTING 39K NMR DETECTABILITY IN RAT-TISSUE,1991
GDDTPA-ENHANCED MAGNETIC-RESONANCE-IMAGING OF THE AQUEOUS FLOW IN THE RABBIT EYE,1991
MULTIPLE-READOUT SELECTIVE INVERSION RECOVERY ANGIOGRAPHY,1991
ARRAYS OF MUTUALLY COUPLED RECEIVER COILS - THEORY AND APPLICATION,1991
"THYROIDITIS - ACUTE, SUBACUTE, AND CHRONIC",1991
THYROID-DISEASE AND PREGNANCY,1991
IODINE AND THYROID-DISEASE,1991
THYROID CRISES,1991
TRADITIONAL CHINESE MATERIA-MEDICA - A RETROSPECT AND PROSPECT,1991
POTENTIAL SOURCES OF BIODYNAMICALLY ACTIVE NATURAL-PRODUCTS IN BRAZIL,1991
RESOURCES OF MEDICINAL-PLANTS IN CHINA,1991
PLANTS USED IN TRADITIONAL MEDICINE OF CHINA AND BRAZIL,1991
"PROTEOGLYCANS, GLYCOSAMINOGLYCANS AND SULFATED POLYSACCHARIDES FROM CONNECTIVE TISSUES",1991
CURRENT STATUS OF BIOTECHNOLOGY IN CHINA,1991
PLANT-TISSUE CULTURE TECHNIQUES,1991
EXTRACELLULAR-MATRIX OF THE MOUSE ENDOMETRIUM DURING DECIDUALIZATION,1991
THE RATIONAL SEARCH FOR NATURAL NEOLIGNANS,1991
BIOMINERALIZATION - AN INSOLUBLE OR A SOLUBILITY PROBLEM,1991
GLYCOBIOLOGY OF LAMININ-INTEGRIN INTERACTION AND THE METASTATIC PHENOTYPE,1991
BIOACTIVITY OF NEOLIGNANS FROM FRUCTUS SCHIZANDRAE,1991
MICROORGANISMS-EXTRACELLULAR MATRIX INTERACTIONS - RELATION TO PATHOGENICITY - REVIEW,1991
CHEMICAL-TRANSFORMATIONS OF NEOLIGNANS,1991
INTERACTION OF LAMININ AND FIBRONECTIN WITH LEUKEMIC-CELLS,1991
EVALUATION OF THE PURIFIED FRACTION OF WILBRANDIA (CF) VERTICILLATA FOR ANTITUMOR-ACTIVITY,1991
MEDIUM-TERM PROTOCOLS FOR INVIVO EVALUATION OF CHEMICAL MODIFIERS OF CARCINOGENESIS,1991
CELL MATRIX INTERACTIONS,1991
RECENT ADVANCES IN PHARMACOLOGICAL STUDY OF NATURAL ANTICANCER AGENTS IN CHINA,1991
STUDIES ON BIOACTIVE COMPONENTS FROM CHINESE MEDICINAL-PLANTS,1991
ANTITUMOR-ACTIVITY OF CHEMICAL MODIFIED NATURAL COMPOUNDS,1991
GENOTOXICITY OF PLANT-EXTRACTS,1991
GENOTOXIC EFFECT OF ALKALOIDS,1991
LAMININ AND PORTAL-HYPERTENSION,1991
THE RESISTANCE OF SEEDS OF COWPEA (VIGNA-UNGUICULATA) TO THE COWPEA WEEVIL (CALLOSOBRUCHUS-MACULATUS),1991
TOXICOLOGICAL STUDY OF THE MOLLUSCICIDAL LATEX OF EUPHORBIA-SPLENDENS - IRRITANT ACTION ON SKIN AND EYE,1991
TOXICOLOGICAL AND TOXICOGENETIC EFFECTS OF PLANTS USED IN POPULAR MEDICINE AND IN CATTLE FOOD,1991
IS THERE A ROLE FOR EXTRACELLULAR-MATRIX IN THYMUS PHYSIOLOGY AND PATHOLOGY,1991
PHARMACOLOGICAL AND TOXICOLOGICAL EVALUATION OF ALPINIA-SPECIOSA,1991
CHONDROITIN 4-SULFATE AND 6-SULFATE IN GROWTH AND ARTICULAR-CARTILAGE OF YOUNG AND ADULT HUMANS,1991
MARINE ORGANISMS - AN ALTERNATIVE SOURCE OF POTENTIALLY VALUABLE NATURAL-PRODUCTS,1991
INCORPORATION OF 3H-PROLINE BY MOUSE DECIDUAL CELLS - AN ULTRASTRUCTURAL AUTORADIOGRAPHIC STUDY,1991
ASSOCIATION OF EXTRACELLULAR-MATRIX FIBRILS WITH INVASIVE TROPHOBLASTIC CELLS OF THE MOUSE,1991
EFFECTS OF AZADIRACHTIN IN RHODNIUS-PROLIXUS - DATA AND HYPOTHESES,1991
IMMUNOHISTOCHEMICAL STUDY OF THE EXTRACELLULAR-MATRIX DURING SOMITOGENESIS IN THE CHICK-EMBRYO,1991
THYMIC NURSE CELLS EXPRESS EXTRACELLULAR-MATRIX PROTEINS,1991
